time,a,b,c,d,e,f,g,h,i,j,k,m,n,o,p,q,r,s,t
1561972680000,0,33,16644.4,34.73,10.38,32.94,25.42,46.39,41.08,57.6,69.08,74.25,52.55,68.88,26,25.59,22.65,0,19.44787554
1561972740000,0,33.5,16666.9,34.6,9.95,32.87,30.67,46.31,41.03,56.57,68.45,74,54.72,68.99,25.95,25.51,22.59,0,18.066654
1561972800000,0,34,16687.6,34.62,10.16,32.99,34.27,46.37,40.93,56.91,67.67,75.26,58.98,69.79,25.99,25.57,22.63,1,21.41067173
1561972860000,0,31,16700.2,34.64,10.04,33.07,36.2,46.1,40.99,61.1,67.27,75.61,58.24,70.09,25.9,25.51,22.55,0,20.77000866
1561972920000,0,27.5,16719.4,34.52,10.42,33.12,35.95,46.15,40.83,60.42,67.18,75.45,54.21,69.91,25.92,25.51,22.57,0,19.44739627
1561972980000,0,24,16732.8,34.61,10.42,32.94,34.7,46,41.06,56.61,67.44,75.42,51.92,70.02,25.93,25.53,22.59,1,18.06703151
1561973040000,0,20,16754.4,34.58,10.97,32.98,31.79,45.89,40.89,55.74,67.83,75.66,53.78,70.1,25.94,25.53,22.61,1,22.65234681
1561973100000,0,25.5,16772.5,34.56,10.72,33.03,27.74,46,40.86,56.04,68.32,76.1,55.93,70.2,25.93,25.5,22.59,0,20.11602413
1561973160000,0,31,16786.5,34.62,10.82,33.09,23.25,46,40.95,58.51,69.08,75.25,52.9,69.6,25.93,25.52,22.57,0,18.76470902
1561973220000,0,23,16803.1,34.59,10.38,32.95,20.31,46.03,40.97,60.53,69.39,74.28,51.11,69.14,25.99,25.57,22.64,1,18.76516488
1561973280000,0,25.5,16823.6,34.61,10.44,33.06,17.21,46.16,40.95,60.5,69.74,74.58,53.56,69.24,26.01,25.59,22.66,0,22.65201383
1561973340000,0,28,16848.4,34.6,10.3,33.2,15.71,46.03,40.93,59.53,69.81,75.04,55.29,69.52,25.97,25.5,22.63,0,19.44749336
1561973400000,0,37,16864.6,34.66,10.38,33.31,14.47,46.03,40.95,59.33,70.14,74.04,53.3,68.98,25.89,25.47,22.52,0,18.7650334
1561973460000,0,25,16874.5,34.62,10.47,33.23,14.7,46.19,40.91,58.17,70.19,74.47,54.37,69.4,25.84,25.34,22.5,1,20.11581586
1561973520000,0,13,16892.5,34.59,10.31,33.22,14.98,46.33,40.86,57.64,69.96,75.63,57.95,70.12,25.88,25.45,22.53,0,21.41016536
1561973580000,0,26,16905.2,34.64,10.39,33.24,15.9,46.28,41.09,58.31,69.94,75.49,57.1,69.93,25.89,25.48,22.54,0,19.4475791
1561973640000,0,21,16916.3,34.66,10.41,33.25,17.02,46.34,41.09,60.06,69.46,75.3,55.64,70.07,25.89,25.42,22.54,0,18.0672104
1561973700000,0,16,16928.3,34.51,10.4,33.05,18.65,46.42,40.89,58.31,68.55,76.21,56.98,70.6,25.89,25.51,22.51,1,21.41043348
1561973760000,0,23,16942.5,34.6,10.18,32.93,20.68,46.31,41.01,60.91,67.62,76.52,57.45,70.76,25.93,25.6,22.57,0,20.76943523
1561973820000,0,19.5,16953.1,34.47,10.15,32.94,22.2,46.36,40.86,58.95,67.2,75.93,53.44,70.31,25.85,25.37,22.49,0,18.7653633
1561973880000,0,16,16964,34.51,10.42,32.9,24.58,46.22,40.97,60.93,66.82,75.5,50.74,69.95,25.85,25.44,22.48,1,18.06684329
1561973940000,0,16,16977.7,34.49,10.32,32.88,28.23,46.29,40.98,63.35,66.5,75.48,52.37,69.89,25.89,25.52,22.53,0,22.65213906
1561974000000,0,18,16987.5,34.41,10.5,32.89,30.55,46.12,41.02,61.48,66.45,75.16,52.62,69.61,25.85,25.45,22.49,0,20.11554294
1561974060000,0,20,16998,34.38,10.69,32.89,32.31,46.03,40.99,59.97,66.8,74.15,49.35,68.86,25.84,25.35,22.5,0,18.76466771
1561974120000,0,13,17009.2,34.34,10.92,32.98,34.56,46.07,40.94,63.67,67.45,74.2,50.38,68.79,25.86,25.46,22.5,1,19.44757631
1561974180000,0,14,17017.8,34.37,10.41,32.98,35.46,46,40.91,59.85,68.6,73.58,54.9,68.79,25.85,25.46,22.5,0,22.03724312
1561974240000,0,15,17033.4,34.4,10.81,33.21,35.3,45.95,41.03,58.09,69.29,75.01,58.93,69.41,25.95,25.58,22.55,0,19.44794902
1561974300000,0,26,17048.4,34.56,10.63,33.54,32.26,45.97,41,59.88,69.7,75.27,58.57,69.72,25.93,25.63,22.52,0,18.06730355
1561974360000,0,24.5,17066.6,34.67,10.39,33.53,28.16,45.69,40.98,61.19,69.86,75.18,56.02,69.97,25.89,25.56,22.5,1,20.76988805
1561974420000,0,23,17078.6,34.75,10.5,33.73,24.1,45.91,40.93,60.44,70.08,75.8,55.77,70.38,25.95,25.55,22.56,0,20.76953162
1561974480000,0,17,17092.8,34.83,10.75,33.78,18.03,46.04,40.99,56.2,69.83,76.33,56.95,70.57,25.93,25.58,22.53,0,19.44784358
1561974540000,0,20,17107.1,34.92,10.88,33.59,12.84,46.12,40.94,58.41,69.08,76.73,57.23,70.94,25.92,25.46,22.57,0,18.06693862
1561974600000,0,23,17126.2,34.95,10.7,33.49,8.75,46.28,41.03,61.38,68.84,76.58,53.61,70.59,25.96,25.59,22.55,1,22.03785192
1561974660000,0,27,17137.6,34.96,10.39,33.46,6.83,46.31,41.02,57.61,68.72,74.86,50.02,69.61,25.93,25.43,22.56,0,20.11560403
1561974720000,0,24,17155.6,34.93,10.56,33.38,7.53,46.33,41.02,59.18,68.75,75.18,52.07,69.84,25.95,25.58,22.58,0,18.7653969
1561974780000,0,21,17175.1,34.87,10.46,33.24,10.6,46.34,40.85,62.34,68.05,75.83,56.2,70.11,25.96,25.51,22.61,1,18.06667808
1561974840000,0,31,17196.5,34.92,10.05,33.42,14.56,46.57,40.97,59.25,67.94,75.21,54.3,69.58,25.95,25.55,22.57,0,22.65210271
1561974900000,0,30.5,17216.6,34.92,10.31,33.31,20.25,46.52,40.96,57.21,68.15,73.87,50.31,68.91,25.91,25.49,22.55,0,20.11559289
1561974960000,0,30,17240.8,34.89,10.32,33.26,25.9,46.42,40.97,54.77,68.15,74.72,53.43,69.49,26.02,25.62,22.64,0,18.76482539
1561975020000,0,33,17256.8,34.89,10.52,33.32,30.86,46.24,40.93,56.81,68.12,75.37,57.73,69.97,25.93,25.43,22.57,1,19.44731275
1561975080000,0,27,17269.8,34.91,10.37,33.09,34.03,46.37,41.06,61.32,68.39,75.42,56.78,69.8,25.93,25.56,22.55,0,22.03757223
1561975140000,0,21,17286.5,34.79,10.59,33.18,35.85,46.26,40.87,60.65,68.85,75.44,55.07,69.95,25.95,25.58,22.58,0,19.44781239
1561975200000,0,24,17299.8,34.77,10.32,33.13,36.43,46,41.05,62.23,69.26,76.18,55.95,70.44,25.94,25.56,22.56,0,18.06651689
1561975260000,0,19.5,17308.8,34.74,10.44,33.09,35.34,45.97,40.97,60.32,69.47,76.36,57.6,70.62,25.89,25.49,22.51,1,20.76979755
1561975320000,0,15,17317.9,34.73,10.58,33.1,32.86,45.96,40.97,60.4,69.34,76.55,56,70.62,25.93,25.54,22.55,0,20.77005814
1561975380000,0,18,17338.82,34.63,10.81,33,29.77,45.84,40.9,57.26,69.34,75.31,51.49,69.77,25.99,25.56,22.61,0,19.44771629
1561975440000,0,24.11,17356.56,34.69,10.62,33.34,25.84,45.97,40.91,55.41,69.28,75.16,50.35,69.76,25.95,25.51,22.59,0,18.06661139
1561975500000,0,29,17370.9,34.74,10.71,33.27,22.22,46.06,40.94,55.24,69.27,75.01,52.49,69.67,25.92,25.5,22.56,1,22.0376501
1561975560000,0,20,17382.7,34.72,10.61,33.32,18.6,46.02,41.03,56.81,69.04,74.59,54.8,69.33,25.92,25.47,22.55,0,20.11624068
1561975620000,0,21,17397.3,34.73,10.72,33.39,15.62,45.96,40.98,59.27,69.11,74.67,53.7,69.34,25.93,25.46,22.54,0,18.76465591
1561975680000,0,22,17408.7,34.79,11,33.46,14.38,46.06,40.98,58.79,69.29,74.35,53.19,69.23,25.91,25.54,22.53,1,18.76530869
1561975740000,0,18,17422,34.8,10.42,33.26,14.02,46.14,40.98,60.5,68.92,74.96,56.72,69.64,25.98,25.68,22.56,0,22.65202551
1561975800000,0,21.5,17440.7,34.75,10.58,33.18,13.9,46.05,40.86,57.1,68.37,76.06,59.47,70.17,25.94,25.48,22.57,0,20.11638738
1561975860000,0,25,17464.4,34.77,10.51,33.21,13.88,46.28,41.02,56.02,67.91,75.99,56.84,70.21,25.99,25.52,22.63,0,18.76502587
1561975920000,0,32,17483.5,34.75,10.23,33.09,15,46.57,41.07,58.89,68.07,75.64,53.9,70.04,25.98,25.58,22.6,1,20.11620066
1561975980000,0,29.5,17502.5,34.69,10.31,33.1,16.92,46.5,40.87,60.25,68.01,75.86,55.46,70.33,25.98,25.62,22.61,0,22.03797171
1561976040000,0,27,17529.7,34.78,10.35,33.28,19.62,46.39,40.92,59.04,67.95,76.48,57.67,70.74,26.01,25.57,22.66,0,19.4474288
1561976100000,0,47,17559.4,34.77,10.43,33.23,22.34,46.45,40.96,60.44,68.29,76.1,53.01,70.39,25.95,25.49,22.6,0,18.76547844
1561976160000,0,36,17571.5,34.82,10.38,33.48,25.77,46.29,40.92,56.6,68.55,74.97,48.1,69.69,25.89,25.43,22.52,1,21.41033565
1561976220000,0,25,17583.6,34.91,10.83,33.47,30.2,46.2,41.05,56.95,68.66,74.67,49.11,69.13,25.9,25.46,22.53,0,21.41024146
1561976280000,0,20,17601.6,34.91,10.68,33.45,34.4,46.08,40.97,57.03,69.25,74.24,52.66,68.99,25.97,25.55,22.6,0,19.44796256
1561976340000,0,22.5,17618.4,34.83,10.42,33.25,36.82,46.11,41.05,57.6,69.65,73.8,55.62,68.77,25.93,25.53,22.55,0,18.06724335
1561976400000,0,25,17642.7,34.89,10.64,33.38,37.92,46.1,40.9,58.26,70.14,74.39,56.88,69.22,25.93,25.51,22.56,1,20.11620029
1561976460000,0,35,17664.7,34.95,10.64,33.47,37.89,45.99,40.94,56.64,70.16,74.94,56.44,69.67,25.89,25.46,22.54,0,21.4100852
1561976520000,0,31,17677.5,34.92,10.71,33.34,34.81,45.88,40.94,51.7,70.3,75.49,56.59,69.9,25.89,25.55,22.49,0,19.44739365
1561976580000,0,27,17687.6,34.86,10.93,33.13,29,45.82,41.04,53.16,69.65,75.8,57.59,70.39,25.93,25.43,22.55,0,18.06730709
1561976640000,0,16,17702.4,34.8,10.88,33.23,23,45.98,40.94,56.94,69.1,76.4,58.8,70.79,25.96,25.58,22.56,1,21.41067405
1561976700000,0,19.5,17718.3,34.82,10.83,33.22,15.98,45.92,41.05,58.57,68.69,76.49,57.07,70.71,25.87,25.46,22.5,0,21.41021827
1561976760000,0,23,17730,34.73,10.75,33.11,9.72,46,40.96,57.39,68.25,76.02,54.44,70.46,25.9,25.5,22.52,0,19.44797624
1561976820000,0,20,17743.5,34.77,10.53,33.25,6.22,46.18,40.99,60.11,67.85,75.92,53.05,70.37,25.92,25.51,22.54,0,18.06742338
1561976880000,0,20,17757.1,34.78,10.51,33.16,4.7,46.18,41.05,57.32,67.45,75.65,52.2,70.04,25.95,25.55,22.57,1,20.11599551
1561976940000,0,20,17773.8,34.75,10.12,33.18,5.91,46.44,40.86,52.86,67.44,74.82,50.05,69.38,25.97,25.56,22.6,0,21.40991762
1561977000000,0,27,17798.6,34.78,10.14,33.36,9.53,46.42,40.96,56.77,67.52,73.86,48.98,68.78,25.98,25.55,22.6,0,19.44753249
1561977060000,0,29,17816.9,34.8,10.2,33.33,16.74,46.35,41.08,56.24,67.83,73.64,51.93,68.6,25.92,25.52,22.53,0,18.76473231
1561977120000,0,31,17830.1,34.92,10.14,33.41,23.3,46.46,41.03,53.58,67.64,74.26,56.37,69.1,25.89,25.47,22.53,1,22.03770133
1561977180000,0,20,17843.6,34.82,10.24,33.37,29.89,46.28,40.81,50.7,67.81,74.64,56.95,69.14,25.94,25.57,22.56,0,20.76945796
1561977240000,0,20,17857.6,34.84,10.47,33.45,35.34,46.31,40.93,52.07,68.2,74.05,54.49,69.14,25.94,25.52,22.57,0,19.44804095
1561977300000,0,20,17877.7,34.82,10.56,33.21,39.18,46.28,41.03,54.39,68.41,75.96,58.51,70.46,25.92,25.47,22.55,0,18.06710916
1561977360000,0,27,17892.8,34.75,10.72,32.97,40.11,46.11,41.05,56.58,69.06,76.2,58.34,70.42,25.87,25.49,22.5,1,20.77006378
1561977420000,0,25.5,17907,34.74,10.43,33.07,38.77,45.83,41.01,55.21,69.23,76.2,56.8,70.68,25.92,25.5,22.56,0,21.41039956
1561977480000,0,24,17926.7,34.79,10.58,33.34,35.71,46.02,40.96,52.77,69.57,76.58,56.36,70.92,25.92,25.49,22.55,0,19.44823597
1561977540000,0,27,17940.6,34.8,10.84,33.22,30.34,46.03,41,55.91,69.43,76.86,54.88,71.03,25.89,25.51,22.5,0,18.76482259
1561977600000,0,28.5,17965.5,34.73,10.72,32.96,24.07,45.98,41.01,50.09,69.23,76.8,51.47,70.73,25.93,25.44,22.58,1,18.76508909
1561977660000,0,30,17991.4,34.69,10.95,32.98,19.85,46.03,40.95,51.16,69.17,75.19,48.8,69.67,25.97,25.59,22.6,0,22.65204667
1561977720000,0,36,18007.3,34.71,10.84,33.24,15.68,45.93,40.98,48.41,68.54,75.18,51.14,69.54,25.93,25.54,22.54,0,20.11639928
1561977780000,0,29,18020.7,34.74,10.72,33.38,12.8,46.2,40.91,48.97,68,74.58,54.21,69.18,25.94,25.52,22.54,0,18.76511144
1561977840000,0,22,18035.5,34.76,10.89,33.29,11.45,46.14,41,53.6,68.12,74.47,53.48,69.05,25.98,25.55,22.6,1,20.7700772
1561977900000,0,22,18049.4,34.88,10.41,33.47,11.78,46.28,41.06,54.34,68.42,73.69,54.4,68.82,25.95,25.54,22.57,0,22.0379093
1561977960000,0,22.5,18067.6,34.88,10.25,33.53,13.65,46.27,40.94,50.32,68.25,75.89,58.66,70.24,25.95,25.61,22.56,0,20.11625077
1561978020000,0,22.36,18080.73,34.92,10.24,33.51,16.36,46.22,41.06,49.24,68.39,75.94,58.04,70.21,25.92,25.63,22.53,0,18.76455087
1561978080000,0,16,18094.11,34.93,10.35,33.65,19.08,46.46,41,48.59,68.71,75.18,54.49,69.94,25.89,25.5,22.5,1,19.44787506
1561978140000,0,19.82,18108.45,34.9,10.53,33.51,22.1,46.36,40.83,47.03,69.17,75.9,54.45,70.36,25.91,25.57,22.52,0,22.65179871
1561978200000,0,23,18118.22,34.99,10.48,33.49,25.51,46.35,41.04,45.23,68.89,76.64,57.44,70.74,25.91,25.56,22.51,0,20.11553354
1561978260000,0,19,18132.9,34.95,10.67,33.39,27.94,46.2,40.91,46.53,68.77,76.24,56.26,70.48,25.94,25.51,22.57,0,18.76516598
1561978320000,0,21.5,18147.8,35.01,10.53,33.54,30.06,46.27,41.02,50.03,68.89,75.69,51.45,70.17,25.97,25.64,22.58,0,18.06691784
1561978380000,0,24,18159.2,34.93,10.33,33.62,31.33,46.13,40.94,50.22,69.32,75.2,49.36,69.85,25.87,25.51,22.5,1,22.65228389
1561978440000,0,16,18174,35.04,10.51,33.54,32.41,46.07,41.16,54.12,69.38,75.26,54.28,69.82,25.92,25.46,22.55,0,20.769603
1561978500000,0,18.5,18186.4,34.89,10.58,33.41,32.11,46.14,40.96,52.07,69.24,75.83,56.85,70.16,25.92,25.46,22.55,0,19.44770171
1561978560000,0,21,18202.5,34.86,10.53,33.18,30.62,45.97,40.91,47.1,68.93,75.03,54.33,69.64,25.96,25.67,22.55,0,18.06654698
1561978620000,0,24,18220.5,34.77,10.61,32.93,28.02,45.94,40.87,49.54,68.64,74.41,52.97,69.38,25.95,25.6,22.59,1,21.41044793
1561978680000,0,26,18239.8,34.73,10.61,33.1,25.16,46.02,41.07,46.43,68.24,75.16,55.79,69.83,25.93,25.55,22.54,0,20.76945582
1561978740000,0,28,18264.2,34.7,10.75,33.18,21.92,46.04,40.96,47.64,68.19,75.88,57.8,70.13,25.92,25.55,22.52,0,19.44734334
1561978800000,0,31,18274.8,34.76,10.69,33.13,18.48,45.96,40.94,47.46,68.37,75.6,55.6,70.01,25.89,25.48,22.52,0,18.76469556
1561978860000,0,25.5,18290.5,34.82,10.59,33.23,15.89,46.11,41.14,47.3,68.52,75.21,52.86,69.87,25.91,25.41,22.53,1,20.11602775
1561978920000,0,20,18306.8,34.93,10.77,33.4,14.24,46.1,41.07,47.4,68.44,76.08,53.95,70.36,25.91,25.51,22.54,0,22.03797569
1561978980000,0,26,18320.3,34.78,10.31,33.31,14.05,46.2,40.84,48.67,68.98,75.96,55.53,70.11,25.92,25.58,22.52,0,20.11543593
1561979040000,0,22,18331.9,34.82,10.39,33.35,14.95,46.18,41.01,49.09,69.43,75.08,54.17,69.58,25.97,25.58,22.57,0,18.76516251
1561979100000,0,18,18342.2,34.83,10.66,33.6,16.37,46.26,40.87,47.97,69.74,74.95,53,69.42,25.95,25.46,22.57,1,18.76531275
1561979160000,0,17,18356.9,34.82,10.41,33.71,19.15,46.27,40.8,46.1,70.03,75.05,53.98,69.47,25.86,25.45,22.48,0,22.65196181
1561979220000,0,18.5,18369.3,34.83,10.46,33.56,22.77,46.26,40.88,47.81,70.04,75,54.67,69.58,25.87,25.39,22.49,0,20.11561819
1561979280000,0,20,18379.8,34.91,10.49,33.71,26.47,46.57,40.96,44.04,70.03,74.5,54.01,69.21,25.92,25.52,22.54,0,18.76546375
1561979340000,0,18,18394.7,34.92,10.59,33.55,29.89,46.17,40.87,43.42,69.42,74.5,55.06,69.33,25.88,25.55,22.49,0,18.06685282
1561979400000,0,18.5,18407.6,34.99,10.57,33.67,32.93,46.31,41.02,43.94,68.81,75.51,57.45,69.87,25.94,25.53,22.56,1,22.65254133
1561979460000,0,19,18425.7,35.02,10.52,33.53,34.02,46.2,41.04,48.24,68.22,75.44,56.73,69.88,25.95,25.47,22.58,0,20.76998093
1561979520000,0,31,18449,34.97,10.59,33.57,32.81,46.03,40.97,43.31,68.06,74.89,53.9,69.65,25.96,25.59,22.57,0,19.4482163
1561979580000,0,29.5,18465.4,34.92,10.51,33.57,30.91,46.03,40.84,45.11,67.76,75.46,55.32,70.09,25.88,25.42,22.49,0,18.76509135
1561979640000,0,28,18476,34.93,10.47,33.45,27.51,46.09,41.02,42.82,67.44,76.13,57.31,70.4,25.9,25.43,22.5,1,21.41011272
1561979700000,0,15,18490.8,34.94,10.69,33.44,23.25,45.98,40.97,45.12,67.49,75.45,54.61,69.93,25.9,25.6,22.48,0,21.4100815
1561979760000,0,23.18,18511.55,34.86,11.07,33.34,19.77,46.06,40.94,44.12,67.01,76.01,53.34,70.29,25.86,25.41,22.47,0,20.11543626
1561979820000,0,30,18526.89,34.91,10.97,33.45,17.58,46.02,41.03,44.52,67.31,75.15,51.95,69.59,25.86,25.42,22.5,0,18.76502852
1561979880000,0,19,18537.8,34.89,10.51,33.32,15.91,46.07,41.01,43.59,67.47,74.43,51.24,69.26,26,25.76,22.59,1,20.11610207
1561979940000,0,18.5,18548.1,34.93,10.75,33.46,16.45,46.12,41.02,43.42,68.03,74.94,54.44,69.6,25.9,25.42,22.51,0,22.65237324
1561980000000,0,18,18557.3,34.91,10.68,33.5,17.17,46.33,41.02,41.76,68.62,75.37,55.76,69.76,25.94,25.6,22.54,0,20.11597975
1561980060000,0,16,18573.5,34.9,10.66,33.23,17.77,46.19,40.94,39.69,68.93,75.42,54.65,69.76,25.98,25.59,22.58,0,19.44767369
1561980120000,0,23,18595.5,34.97,10.76,33.35,19.55,46.31,40.95,44.03,70.2,74.64,53.28,69.52,25.97,25.48,22.61,0,18.06730199
1561980180000,0,30,18619.6,34.87,10.78,33.22,21.61,46.25,40.92,43.25,70.7,75.27,56.49,70.02,25.95,25.49,22.57,1,20.77026413
1561980240000,0,34,18634.7,34.97,10.79,33.4,23.63,46.38,40.89,40.56,70.55,76.69,61.11,70.82,26.01,25.67,22.61,0,21.4102698
1561980300000,0,33,18658.4,34.98,10.65,33.51,24.89,46.14,40.76,42.21,70.37,76.45,58.24,70.58,25.98,25.48,22.6,0,19.44792831
1561980360000,0,32,18675.9,35.09,10.8,33.59,26.13,46.32,41.08,36.82,69.66,76.04,53.24,70.35,25.94,25.58,22.54,0,18.7651196
1561980420000,0,25,18694,35.01,10.26,33.48,26.58,46.32,40.79,40.17,69.33,76.31,53.2,70.51,25.99,25.67,22.59,1,19.4477576
1561980480000,0,28,18716.7,35.08,10.35,33.45,27.22,46.2,40.99,39.27,68.92,75.42,52.33,70.06,26.01,25.63,22.62,0,22.6520185
1561980540000,0,31,18740.5,35.06,10.83,33.38,28.25,46.21,41.08,39.97,68.4,75.5,53.75,69.91,26.02,25.68,22.63,0,20.11621194
1561980600000,0,34,18760.4,35.03,10.71,33.42,28.53,46.29,40.93,38.19,68.28,75.31,54.93,69.78,25.99,25.58,22.63,0,19.44818601
1561980660000,0,35.5,18786.1,35.17,10.6,33.37,27.72,46.14,40.98,34.98,67.66,74.88,52.74,69.62,26.03,25.55,22.68,0,18.06717056
1561980720000,0,37,18814.8,35.11,10.74,33.31,27.14,46.11,40.98,37.44,67.04,74.92,50.76,69.46,26.01,25.56,22.67,1,20.76940391
1561980780000,0,42,18837.6,35.06,10.28,33.3,26.25,46.11,41,37.22,67.33,74.2,50.91,69.1,25.98,25.54,22.61,0,21.40996895
1561980840000,0,36,18857.8,35.13,10.89,33.3,25.6,45.99,40.94,39.28,67.77,74.8,54.94,69.51,25.95,25.49,22.58,0,20.11636137
1561980900000,0,30,18875,34.98,10.57,33.06,24.91,46.1,41.03,41.49,68.21,75.7,59.96,70.04,25.95,25.56,22.56,0,18.76467198
1561980960000,0,23,18890.3,34.99,10.4,33.19,22.29,46.06,41.02,41.57,68.74,75.61,58.51,70.13,25.95,25.57,22.6,1,19.44781841
1561981020000,0,22.5,18904.6,34.82,10.43,32.82,20.08,46.16,41.01,37.77,69.35,75.84,53.82,70.33,25.93,25.5,22.56,0,22.65257774
1561981080000,0,22,18923.6,34.73,10.54,32.79,18.48,46.21,41,37.3,69.49,75.71,53.04,70.3,26,25.65,22.6,0,20.76992192
1561981140000,0,29,18942.5,34.67,10.34,32.9,17.75,46.27,41.01,36.99,70.05,76.11,55.1,70.49,25.91,25.53,22.55,0,19.44744029
1561981200000,0,27,18958.9,34.66,10.34,33.42,17.2,46.09,41.01,34.51,70.52,75.73,54.44,70.14,25.84,25.44,22.43,0,18.76485843
1561981260000,0,25,18984.5,34.97,10.76,35.9,17.41,45.8,41.15,35.71,71.22,75.12,52.42,69.72,25.06,24.57,21.49,1,20.11581237
1561981320000,0,51,19028.3,35.41,12.11,37.73,19.39,45.77,41.04,37.13,71.87,75.24,51.92,69.82,24.81,24.32,21.11,0,22.03765999
1561981380000,0,44,19048.5,36.17,12.66,39.68,22.42,45.69,40.93,36.91,71.98,75.75,55.51,70.05,24.78,24.29,20.96,0,20.11629575
1561981440000,0,37,19071.4,37.07,13.37,41.31,26.16,45.88,40.9,36.68,71.9,76.73,60.83,70.83,24.72,24.27,20.84,0,18.76545349
1561981500000,0,41,19109.5,38.06,13.62,42.24,29.87,45.81,40.91,35.33,71.29,77.62,64.75,71.61,24.9,24.45,20.96,0,18.06704869
1561981560000,0,56.5,19158.3,39.13,13.96,43.16,32.46,45.81,40.92,32.71,70.24,78.58,67.6,72.34,25.06,24.62,21.12,1,21.41006212
1561981620000,0,72,19210.1,40.12,13.96,43.88,33.1,45.95,41.03,28.68,69.2,79.3,68.41,72.91,25.23,24.83,21.25,0,21.41055999
1561981680000,0,72,19256.5,41.27,13.9,44.56,31.88,45.93,41.06,31.61,68.62,79.84,66.07,73.54,25.4,24.99,21.42,0,20.11603624
1561981740000,0,72.55,19306.45,42.12,14.19,44.56,29.93,45.85,40.97,32.23,67.97,80.14,63.03,73.76,25.59,25.19,21.64,0,18.76515946
1561981800000,0,73,19346.44,42.97,14.34,44.65,26.83,46.01,40.96,26.9,67.78,80.61,60.04,73.81,25.68,25.12,21.74,0,18.06663428
1561981860000,0,62,19384.73,43.55,14.01,44.19,24.18,46.08,40.95,29.02,68.59,79.44,57.28,72.91,25.77,25.32,21.81,1,22.03797801
1561981920000,0,53.67,19416.11,43.88,13.81,43.61,22.44,46.14,40.91,25.83,69.52,78.15,54.93,72.31,25.88,25.36,21.98,0,20.77011953
1561981980000,0,47,19446.4,44.13,13.86,42.88,21.09,46.12,40.97,27.82,70.43,78.25,55.19,72.08,25.93,25.42,22.03,0,19.44829516
1561982040000,0,45,19477.3,43.98,13.62,41.73,22.16,46.22,41.08,25.42,71.33,78.42,54.94,72.01,25.98,25.59,22.06,0,18.76498487
1561982100000,0,50.5,19515.2,43.85,13.43,40.73,24.3,46.33,41.16,23.72,72.31,77.54,53.62,71.35,26.05,25.56,22.16,1,18.06671734
1561982160000,0,56,19552.1,43.39,13.45,39.78,28.09,46.2,41.06,23.44,72.65,77,55.07,71.01,25.95,25.52,22.06,1,22.65237929
1561982220000,0,48,19575.9,42.84,13.67,38.72,31.65,46.14,41.03,23.81,72.58,77.18,59.71,71.13,25.89,25.38,21.99,0,20.76993618
1561982280000,0,41,19597.6,42.29,13.75,38.06,33.19,46.08,41.08,19.29,71.81,77.56,64.64,71.5,25.92,25.52,22.01,0,19.44810012
1561982340000,0,34,19630.2,41.59,13.62,37.5,32.81,46.1,40.9,21.97,70.86,78.57,66.36,72.45,25.86,25.4,21.96,0,18.76487528
1561982400000,0,52,19665.5,41.1,14.12,37.35,31.13,45.93,41.16,21.95,70.23,79.06,64.65,72.81,25.79,25.41,21.87,1,19.44814395
1561982460000,0,53,19705.8,40.65,14.2,37.42,28.66,45.9,41.14,23.24,69.61,79.48,62.16,73.19,25.65,25.13,21.74,0,22.65251138
1561982520000,0,54,19751.7,40.39,14.5,37.76,25.49,46.01,40.98,17.09,68.92,79.4,61.46,73.29,25.69,25.16,21.71,0,20.11628772
1561982580000,0,70,19797.3,40.38,14.64,38.27,22.2,46.1,41.06,16.69,68.19,79.53,60.83,73.43,25.72,25.27,21.76,0,19.44760228
1561982640000,0,65.5,19832.7,40.35,14.58,38.74,19.27,46.08,40.96,19.64,67.65,79.75,58.5,73.24,25.7,25.26,21.73,0,18.76511376
1561982700000,0,61,19870.2,40.6,14.68,39.51,18.36,46.24,41.07,22.86,67.28,79.16,56.28,72.78,25.75,25.22,21.81,1,20.11622573
1561982760000,0,57,19906.5,40.97,14.43,40.38,18.98,46.28,41.23,16.67,67.42,78.97,55.31,72.5,25.79,25.27,21.82,0,22.03747342
1561982820000,0,58.5,19948.8,41.44,14.54,41.38,21.15,46.22,40.87,21.6,67.84,78.6,55.46,72.06,25.81,25.28,21.83,0,20.11558197
1561982880000,0,60,19990,42.06,14.3,41.94,25.22,46.24,41.01,17.28,68.28,77.43,58.09,71.62,25.9,25.43,21.95,0,19.44803712
1561982940000,0,62,20038,42.67,14.45,42.38,29.02,46.23,41.09,20.56,69.36,78.25,61.15,71.98,25.91,25.42,21.94,0,18.76517872
1561983000000,0,70.5,20091.5,43,14.5,42.33,32.81,46.28,41.06,13.87,70.34,78.5,62.49,72.17,25.99,25.53,22.02,1,21.41029327
1561983060000,0,79,20164,43.4,14.5,42.13,35.29,46.31,41.05,19.82,71.64,78.41,62.62,72.21,26.11,25.62,22.14,0,21.41023138
1561983120000,0,106,20233.09,43.75,14.32,42.12,36.71,46.3,40.98,18.65,72.51,78.89,62.82,72.46,26.1,25.71,22.15,0,20.11628475
1561983180000,0,102.11,20300.33,43.88,14.56,41.63,35.67,46.09,41.12,15.61,73.09,79.43,63.52,72.97,26.12,25.72,22.17,0,19.44786459
