time,a,b,c,d,e,f,g,h,i,j,k,m,n,o,p,q,r,s,t
1562010000000,0,0,29304,52.83,23.71,49.49,23.35,45.99,41.01,17.98,72.51,77.82,69.34,75.24,26.03,25.45,21.21,0,26.1010788
1562010060000,0,0,29304.3,52.87,23.76,49.6,24.56,45.9,41.12,19.92,71.93,77.98,67.94,75.11,25.96,25.43,21.15,0,26.10168464
1562010120000,0,1,29305,52.94,23.74,49.69,26.88,45.99,41.3,18.72,71.62,77.65,67.46,74.9,25.91,25.34,21.1,0,26.10145201
1562010180000,0,0.5,29305,52.76,23.77,49.68,29.54,45.92,41.11,20.52,70.57,78.05,67.53,75.05,25.91,25.39,21.1,0,26.10112426
1562010240000,0,0,29305.3,52.77,23.83,49.63,32.97,45.97,41.07,23.28,69.9,77.97,68.5,74.94,25.89,25.38,21.06,0,26.10138634
1562010300000,0,1,29306,52.77,23.86,49.51,36.66,45.9,40.95,22.32,69.69,77.92,69.57,75,26.01,25.55,21.2,0,26.10096731
1562010360000,0,0.5,29306,52.86,23.97,49.63,40.58,45.89,41.09,19.58,69.3,77.62,71.24,74.9,25.96,25.4,21.18,0,26.10083446
1562010420000,0,0,29306,52.73,24.02,49.61,42.31,45.78,40.98,18.39,69.31,77.53,71.68,74.93,25.94,25.48,21.13,0,26.10168848
1562010480000,0,0,29306,52.75,24.22,49.61,42.24,45.87,41.04,17.87,69.34,77.68,71,75.09,25.96,25.36,21.16,0,26.10138006
1562010540000,0,0,29306,52.86,24.34,49.68,41.36,45.81,41.08,19.09,69.39,77.63,70.43,75.04,25.97,25.43,21.18,0,26.10145008
1562010600000,0,0,29306.1,52.81,24.32,49.65,38.41,45.87,41.03,20.1,70.3,77.2,70.47,74.93,25.93,25.36,21.14,0,26.10105502
1562010660000,0,1,29307,52.88,24.13,49.83,34.97,45.66,41,22.15,71.25,77.31,70.79,75.06,26,25.44,21.21,0,26.10150783
1562010720000,0,0.5,29307,52.86,24.42,49.93,31.52,45.53,41.04,22.85,71.79,77.64,70.57,75.16,25.88,25.32,21.07,0,26.10124797
1562010780000,0,0,29307,52.94,24.34,49.72,27.69,45.77,40.99,18.88,72.17,78.04,68.42,75.17,25.97,25.46,21.19,0,26.10142664
1562010840000,0,0,29307,52.9,24.52,49.69,24.71,45.66,41.02,22.33,72.58,77.83,66.82,74.95,25.91,25.25,21.14,0,26.10099602
1562010900000,0,0,29307,52.94,24.15,49.64,22.61,46.04,41.07,24.98,72.81,77.51,68.65,74.73,25.98,25.49,21.18,0,26.10131318
1562010960000,0,0,29307,52.91,24.15,49.81,21.94,45.92,41,24.74,72.65,77.59,71,74.88,25.92,25.35,21.12,0,26.10073945
1562011020000,0,0,29307,52.86,23.67,49.71,22.06,46.15,40.92,24.24,72.23,77.77,72.08,74.92,25.99,25.5,21.16,0,26.10126264
1562011080000,0,0,29307,52.96,23.78,49.67,22.83,45.81,41.05,21.62,71.84,77.59,72.08,74.97,25.99,25.47,21.2,0,26.10122327
1562011140000,0,0,29307,52.88,23.61,49.55,24.51,46.11,41.03,26.44,71.38,77.69,72.24,75.05,25.97,25.44,21.18,0,26.10084454
1562011200000,0,0,29307.5,52.84,23.5,49.47,27.36,45.96,41.04,27.02,70.86,77.77,72.75,75.13,26,25.57,21.17,0,26.1014842
1562011260000,0,0.5,29308,52.89,23.34,49.62,30.5,45.99,41.08,25.65,70.14,77.58,72.05,75.11,25.94,25.29,21.14,0,26.10163625
1562011320000,0,1,29308,52.89,23.67,49.65,33.59,45.94,41.17,22.81,69.8,77.53,69.83,74.99,25.94,25.41,21.14,0,26.10165578
1562011380000,0,0,29308,52.79,23.73,49.76,36.62,45.88,40.96,21.48,69.91,77.34,68.11,74.8,25.97,25.44,21.16,0,26.10133487
1562011440000,0,0,29308,52.84,24.09,49.73,38.87,45.86,41.05,25.71,70.45,77.55,67.01,74.9,25.95,25.42,21.16,0,26.10077851
1562011500000,0,0,29308.3,52.93,23.91,49.68,40.61,45.9,41.09,23.67,70.7,77.56,67.49,74.91,25.94,25.3,21.15,0,26.1010839
1562011560000,0,1,29309,52.91,24.24,49.66,42.09,45.79,41.03,26.51,71.3,77.59,68.92,74.86,25.99,25.43,21.22,0,26.10151858
1562011620000,0,0.5,29309,52.9,24.25,49.76,42.19,45.87,41.06,26.38,71.32,77.51,70.07,74.86,25.98,25.38,21.19,0,26.10107732
1562011680000,0,0,29309,52.9,24.38,49.82,40.53,45.55,41.03,24.19,71.36,77.51,70.73,74.86,25.98,25.45,21.18,0,26.1009973
1562011740000,0,0,29309.4,52.95,24.45,49.67,37.32,45.74,41.07,26.33,71.57,77.71,71.17,75.02,25.94,25.38,21.16,0,26.10114892
1562011800000,0,0.5,29310,52.95,24.35,49.55,34.28,45.64,41.09,28.08,71.7,77.4,71.85,75.17,25.98,25.42,21.19,0,26.10077846
1562011860000,0,1,29310,52.89,24.04,49.53,29.58,45.74,41.12,27.38,71.32,77.49,73.33,75.19,26.03,25.55,21.23,0,26.10083143
1562011920000,0,0,29310.8,52.84,24.68,49.73,24.62,45.74,41,25.78,71.34,77.94,73.45,75.29,25.92,25.44,21.11,0,26.10162347
1562011980000,0,0.5,29311,52.86,24.59,49.63,20.76,45.91,41.05,28.54,71.58,77.78,71.98,75.05,25.95,25.46,21.13,0,26.10126426
1562012040000,0,1,29311,52.87,24.27,49.69,18.08,45.96,41.03,29.03,71.36,77.75,69.81,75.07,25.97,25.37,21.15,0,26.10162376
1562012100000,0,0,29311,52.93,23.62,49.69,16.89,45.88,41.15,27.57,71.14,77.68,68.29,75.24,25.95,25.51,21.11,0,26.10149311
1562012160000,0,0,29311,52.87,23.56,49.58,18.14,45.91,41.08,30.02,70.52,77.66,68.08,75.16,25.92,25.45,21.09,0,26.1009675
1562012220000,0,0,29311.3,52.85,23.66,49.54,21.37,46.09,41.07,30.87,69.92,78.06,67.42,75.26,25.97,25.42,21.17,0,26.10131726
1562012280000,0,1,29312,52.87,23.49,49.44,25.53,45.94,41.16,28.12,69.93,77.72,66.95,74.88,26,25.5,21.19,0,26.10119811
1562012340000,0,0.5,29312,52.86,23.27,49.65,32.11,46.14,41.11,27.7,69.88,77.9,67.39,75.06,25.96,25.52,21.13,0,26.10090529
1562012400000,0,0,29312,52.82,23.28,49.43,38.47,45.92,41.06,30.35,69.79,77.77,68.79,74.94,25.96,25.47,21.15,0,26.10078579
1562012460000,0,0,29312,52.8,23.57,49.64,43.5,45.93,41.04,26.33,69.88,77.52,69.69,75.02,25.9,25.32,21.1,0,26.10131705
1562012520000,0,0,29312,52.83,23.91,49.44,47.66,45.85,41.17,31.77,70.48,77.47,71,74.74,25.93,25.43,21.14,0,26.10149187
1562012580000,0,0,29312,52.64,24.32,49.33,48.46,45.61,40.98,29.43,70.82,77.2,72.32,74.67,25.94,25.4,21.16,0,26.10106205
1562012640000,0,0,29312.8,52.65,24.04,49.28,47.23,45.71,40.93,29.7,71.59,76.71,73.39,74.73,25.98,25.4,21.24,0,26.10156111
1562012700000,0,0.5,29313,52.55,24.44,49.23,43.82,45.67,40.97,31.3,71.73,77.29,73.93,74.95,25.95,25.36,21.19,0,26.10106409
1562012760000,0,1,29314.4,52.61,23.97,49.1,38.7,45.79,41.17,32.21,71.52,77.23,72.44,74.96,26.04,25.5,21.25,0,26.10149186
1562012820000,0,2,29315,52.6,24.14,49.28,32.6,45.59,41.14,33.72,71.65,77.33,69.96,75.09,26.01,25.57,21.23,0,26.10071984
1562012880000,0,1,29315,52.53,24.02,49.48,26.88,45.66,41.11,32.94,71.96,77.28,67.89,75.1,25.91,25.29,21.14,0,26.1012572
1562012940000,0,0,29315,52.58,24.23,49.6,22.01,45.75,41.16,27.77,71.86,77.7,67.19,74.96,25.88,25.28,21.09,0,26.10087463
1562013000000,0,0,29315,52.59,23.96,49.58,18.72,45.91,41.07,26.53,71.36,77.22,68.35,74.73,25.94,25.47,21.13,0,26.10109224
1562013060000,0,0.5,29315.9,52.57,23.98,49.68,17.57,45.87,41.01,26.83,71.1,77.67,68.46,75.07,25.9,25.37,21.12,0,26.10072715
1562013120000,0,1,29316.8,52.62,24.06,49.6,17.8,45.82,41.12,27.69,71.1,77.9,67.64,75.03,25.9,25.35,21.12,0,26.10164954
1562013180000,0,1,29317,52.54,23.48,49.46,19.77,46,40.91,31.54,70.74,77.62,68.85,74.84,25.92,25.37,21.13,0,26.10103291
1562013240000,0,0.5,29317.3,52.61,23.18,49.31,23.44,46.06,41.17,33.77,70.33,77.57,71.64,74.94,25.94,25.41,21.15,0,26.10090928
1562013300000,0,0,29318.7,52.58,23.41,49.27,27.13,46.09,41.08,31.1,70.39,77.68,73.84,75.04,25.96,25.43,21.15,0,26.10078609
1562013360000,0,2,29319,52.45,22.54,49.24,30.4,45.97,40.91,29.88,69.72,77.42,74.3,75.12,26,25.49,21.21,0,26.10110474
1562013420000,0,1,29319.3,52.46,23.18,49.35,33.68,45.92,41.1,34.77,69.39,77.49,72.93,75.23,25.86,25.24,21.09,0,26.10127507
1562013480000,0,0,29320,52.39,23.52,49.31,35.64,46.06,41.04,34.13,69.99,77.83,69.87,75.31,25.88,25.42,21.11,0,26.10103928
1562013540000,0,1,29320,52.37,23.65,49.35,37.5,45.82,41.01,36.78,70.16,77.9,67.79,75.28,25.9,25.4,21.1,0,26.10072571
1562013600000,0,0.5,29320,52.46,23.9,49.49,40.13,45.77,41.06,32.76,70.53,78,67.16,75.14,25.92,25.42,21.12,0,26.10104534
1562013660000,0,0,29320.8,52.45,24.14,49.69,41.52,45.8,41.14,32.66,71.55,78.01,65.43,75.16,25.89,25.38,21.09,0,26.10107578
1562013720000,0,1,29321,52.57,24.42,49.88,41.7,45.69,40.98,32.92,72.21,77.76,65.56,74.9,25.97,25.41,21.19,0,26.10097133
1562013780000,0,0.5,29321,52.62,24.16,49.95,41.52,45.58,41.1,34.53,72.57,77.66,67.71,74.94,25.82,25.35,21.01,0,26.1011114
1562013840000,0,0,29321,52.73,24.19,49.79,40.59,45.65,41.06,34.54,72.33,77.68,70.43,74.87,25.95,25.41,21.15,0,26.10127162
1562013900000,0,0,29321,52.75,24.3,49.78,38.99,45.73,41.11,36.53,71.67,77.75,71.81,74.82,25.99,25.46,21.18,0,26.10110502
1562013960000,0,0,29321,52.72,24.11,49.45,36.1,45.83,41.02,36.21,71.09,77.5,71.46,75.02,25.97,25.34,21.22,0,26.10085632
1562014020000,0,0,29321,52.67,23.75,49.57,31.21,45.61,40.93,36.03,70.36,77.41,71.59,74.93,25.98,25.52,21.2,0,26.10135889
1562014080000,0,0,29321,52.63,24.03,49.47,26.28,45.59,41.02,36.33,70.17,77.39,72.81,74.99,25.88,25.32,21.12,0,26.10136618
1562014140000,0,0,29321.3,52.69,24.07,49.43,22.42,45.71,41.17,37.85,69.95,77.4,73.88,74.97,25.9,25.43,21.11,0,26.10166233
1562014200000,0,0,29322,52.61,24.09,49.54,19.68,45.97,41.07,33.54,69.93,77.32,72.64,75,25.91,25.35,21.11,0,26.10164915
1562014260000,0,1,29322.3,52.52,24,49.32,17.59,46.04,41.02,33.57,70.18,77.38,69.46,74.96,25.87,25.25,21.07,0,26.10125641
1562014320000,0,1,29323,52.56,23.47,49.49,17.31,46,41,32.05,70.65,77.41,66.72,74.97,25.94,25.43,21.14,0,26.10108012
1562014380000,0,1,29323,52.43,23.58,49.2,19.56,46.09,41.05,32.09,71.24,77.45,66.8,74.79,25.91,25.42,21.1,0,26.10147563
1562014440000,0,0,29323,52.46,23.35,49.29,23.08,45.96,41.09,34.46,71.32,77.55,68.91,74.74,25.97,25.34,21.19,0,26.10145151
1562014500000,0,0,29323,52.45,23.07,49.47,27.78,46.05,41.04,35.21,71.04,77.39,70.09,74.79,25.93,25.49,21.13,0,26.10093436
1562014560000,0,0,29323,52.57,23.04,49.46,32.45,46.03,41.24,35.89,71.16,77.17,70.75,74.7,25.9,25.38,21.12,0,26.10100539
1562014620000,0,0,29323.3,52.52,23.12,49.48,37.19,45.91,41.18,37.71,71.23,77.33,70.47,74.89,25.9,25.29,21.13,0,26.10108812
1562014680000,0,0.5,29324.3,52.52,23.62,49.46,41.57,46,41.17,36.29,71.35,77.33,70.75,74.92,25.87,25.32,21.09,0,26.10099882
1562014740000,0,1,29325,52.43,23.85,49.57,43.4,45.78,41.05,36.75,71.09,77.56,71.05,75.16,25.89,25.34,21.1,0,26.10143337
1562014800000,0,1,29325,52.49,23.86,49.8,44.36,45.72,40.95,39.35,70.92,77.53,71.86,75.15,25.9,25.38,21.1,0,26.10138867
1562014860000,0,0.5,29325,52.63,24.26,49.94,43.85,45.6,41.12,41.6,71,77.61,71.81,75.19,25.89,25.42,21.08,0,26.10071579
1562014920000,0,0,29325,52.58,24.18,49.6,41.26,45.64,40.96,35.83,70.95,77.32,70.63,75.06,25.86,25.36,21.06,0,26.10106923
1562014980000,0,0,29325,52.65,23.97,49.75,37.28,45.64,41.07,40.35,70.82,77.52,69.16,75.13,25.93,25.39,21.13,0,26.10083978
1562015040000,0,0,29325,52.63,24.29,49.77,32.58,45.83,41.02,40.7,70.62,77.89,68.33,75.24,25.87,25.37,21.07,0,26.10074165
1562015100000,0,0,29325,52.73,24.33,49.66,28.41,45.73,41.12,37.06,70.19,77.78,68.5,75.04,25.96,25.35,21.17,0,26.10122136
1562015160000,0,0,29325.8,52.64,24.14,49.5,25.27,45.78,41.06,41.14,70.35,77.57,68.95,74.97,25.96,25.36,21.18,0,26.10126616
1562015220000,0,0.5,29326,52.6,24.27,49.3,23.34,45.72,41.08,40.57,70.32,77.54,69.33,74.88,25.95,25.47,21.15,0,26.10137953
1562015280000,0,1,29326,52.56,24.15,49.31,22.26,45.83,41.03,36.7,70.03,77.47,69.34,74.78,25.91,25.39,21.14,0,26.1015624
1562015340000,0,0,29326,52.53,23.95,49.36,22.51,45.89,41.05,36.03,70,77.42,68.6,74.78,25.95,25.31,21.2,0,26.10083417
1562015400000,0,0,29326,52.53,23.72,49.23,23.49,45.94,41.01,37.92,70.37,77.55,68.29,74.9,25.98,25.52,21.16,0,26.10164836
1562015460000,0,0,29326.9,52.58,23.31,49.15,25.28,45.95,41.15,40.02,70.85,77.33,70.1,74.91,26.02,25.49,21.26,0,26.10156403
1562015520000,0,2,29328,52.5,23.43,49.47,27.4,46.06,41.04,41.39,71.15,77.79,72.65,75.22,25.9,25.41,21.09,0,26.100749
1562015580000,0,1.5,29328.8,52.52,23.31,49.39,29.89,46.03,41.01,39.91,71.91,77.67,73.98,75.08,25.94,25.37,21.14,0,26.1011442
1562015640000,0,1,29329,52.56,23.46,49.7,31.74,45.87,40.97,38.92,72.02,77.42,73.33,75.15,25.9,25.37,21.07,0,26.10144927
1562015700000,0,0,29329,52.5,24.16,49.77,33.24,45.85,40.94,40.16,71.99,77.81,71.44,75.29,25.84,25.33,21.02,0,26.10109819
1562015760000,0,0,29329.3,52.59,24.29,49.69,34.48,45.77,40.94,41.88,71.86,78.04,68.61,75.41,25.93,25.37,21.1,0,26.10093414
1562015820000,0,0,29330,52.68,24.56,49.93,35.76,45.84,41.02,43.48,71.94,77.85,67.26,75.17,25.9,25.31,21.07,0,26.10129659
1562015880000,0,1,29330,52.92,24.48,50.14,37.11,45.89,41.17,43.93,71.3,77.73,68.26,75.2,25.93,25.37,21.1,0,26.10123535
1562015940000,0,1,29330.8,52.99,24.5,50.19,38.33,45.82,41.1,39.67,71.27,77.64,69.72,74.99,25.88,25.31,21.08,0,26.10148164
1562016000000,0,1,29331,53.12,24.14,50.22,38.76,45.7,41.07,41.79,70.73,77.33,69.53,74.85,25.94,25.46,21.14,0,26.10160188
1562016060000,0,0,29331.3,53.15,23.98,50.1,38.19,45.83,41.14,41.14,69.96,77.44,68.45,74.87,25.99,25.53,21.17,0,26.10157764
1562016120000,0,0.5,29332,53.12,24.21,49.63,36.62,45.8,41.05,42.65,69.68,77.71,68.06,75,26.05,25.53,21.28,0,26.10149595
1562016180000,0,1,29332,53.08,23.93,49.57,34.86,45.89,41.06,43.64,69.59,77.25,69.79,74.8,26.05,25.54,21.29,0,26.10148459
1562016240000,0,0,29332,53.1,24.23,49.71,32.65,45.73,41.21,43.68,70.06,77.5,71.58,74.93,25.94,25.37,21.14,0,26.10123717
1562016300000,0,0,29332.3,53.09,24.25,49.36,29.99,45.77,41.16,44.17,70.57,77.3,72.28,74.9,26.03,25.45,21.25,0,26.10127077
1562016360000,0,0,29333,52.96,24.18,49.49,27.48,45.75,41.06,44.06,71.23,77.55,71.68,74.95,26,25.41,21.2,0,26.10133215
1562016420000,0,1,29333.3,52.96,24.21,49.37,25,45.67,41.13,44.19,71.62,76.88,71.09,74.87,25.94,25.38,21.14,0,26.10071617
1562016480000,0,1,29334.3,52.77,23.87,49.28,23.57,45.88,41.02,41.56,72.72,77.16,70.41,75.01,25.98,25.41,21.19,0,26.10145311
1562016540000,0,1,29335,52.8,23.81,49.46,22.87,45.82,41.13,46.97,73.35,77.55,69.76,75.14,25.97,25.39,21.14,0,26.10107793
1562016600000,0,1,29335,52.78,23.62,49.51,23.39,45.99,41.03,42.94,73.35,77.34,70.35,75.04,25.9,25.36,21.1,0,26.10102402
1562016660000,0,0.5,29335,52.82,23.76,49.61,25.18,46,41.14,46.74,73.14,77.81,70.54,75.21,25.93,25.3,21.13,0,26.10125622
1562016720000,0,0,29335,52.84,23.57,49.76,27,45.94,41.12,43.9,72.01,77.58,69.79,74.96,25.91,25.41,21.09,0,26.10132494
1562016780000,0,0,29335.5,52.9,23.82,49.81,29.62,46,41.09,47.57,70.9,77.65,68.75,75.15,25.95,25.4,21.14,0,26.10163462
1562016840000,0,0.5,29336,52.92,23.97,49.79,32.89,45.87,41.12,47.14,69.83,77.82,68.25,75.08,25.94,25.36,21.13,0,26.10143397
1562016900000,0,1,29336.8,52.94,23.89,49.94,36.63,45.76,41.04,44.63,69.31,77.66,68.52,75.14,25.92,25.41,21.12,0,26.10142489
1562016960000,0,1,29337,52.89,24.43,50.02,39.84,45.81,40.86,44.08,68.94,77.68,69.78,75.09,25.95,25.41,21.15,0,26.10124437
1562017020000,0,0.5,29337,52.89,24.36,50,42.35,45.74,41.08,45.02,68.92,77.61,70.84,75.02,25.92,25.42,21.09,0,26.10076151
1562017080000,0,0,29337.3,53.02,24.41,50,42.48,45.68,41.08,43.53,68.88,77.93,70.91,75.08,25.93,25.46,21.09,0,26.10169369
1562017140000,0,1,29338.3,53.06,24.46,49.99,41.27,45.82,41.01,45.94,69.38,77.3,70.48,74.87,25.87,25.17,21.09,0,26.10138682
1562017200000,0,3.5,29346,53.13,24.81,48.99,38.85,45.87,40.88,49.59,69.87,77.21,70.93,74.98,26.19,25.74,21.53,0,26.10124353
1562017260000,0,6,29395.3,53.34,20.31,43.35,35.59,46.55,40.98,49.01,69.21,77.42,72.35,74.91,27.66,27.24,23.56,0,26.10084757
1562017320000,0,86,29469.5,52.31,15.31,38.37,29.79,46.44,40.98,43.62,67.89,77.48,70.51,74.77,28.09,27.6,24.28,0,26.10131443
1562017380000,0,87.5,29519.6,50.33,12.92,33.42,22.5,46.7,41.04,47.82,67.1,77.63,62.17,74.62,28.1,27.62,24.51,0,26.10157034
1562017440000,0,89,29556.5,48.08,11.43,30.26,15.27,46.59,41.03,50.82,66.49,78.21,49.91,74.34,28.04,27.62,24.59,0,26.10154859
1562017500000,0,49,29573.7,46.35,10.88,30.06,9.99,46.68,41.19,53.72,66.16,77.99,39.2,73.77,27.88,27.47,24.5,0,26.10113937
1562017560000,0,31,29581.4,44.69,10.65,30.14,7.97,46.56,40.98,59.07,65.83,78.08,33.57,72.97,27.71,27.26,24.38,0,26.10093286
1562017620000,0,13,29588.4,43.2,10.44,30.09,11.27,46.51,41.04,62.5,65.19,76.89,33.28,71.61,27.54,27.13,24.26,0,26.10105916
1562017680000,0,11,29606.8,41.94,10.4,30.11,18.65,46.58,41.06,63.81,65.26,75.8,36.77,70.51,27.33,26.99,24.06,0,49.8378642
1562017740000,0,34.5,29650.5,40.61,10.15,30.16,29.2,46.5,41,64.4,65.87,74.42,42.37,69.56,27.14,26.73,23.92,0,49.83737238
1562017800000,0,58,29706.1,39.44,10.14,30.15,39.87,46.28,40.88,67.72,66.34,73.93,49.24,68.88,26.97,26.53,23.77,0,49.83779331
1562017860000,0,80,29749.4,38.56,9.8,30.13,48.22,46.03,41.09,64.09,67.11,72.89,57.21,68.36,26.88,26.48,23.71,0,49.83802229
1562017920000,0,63.5,29776.9,37.55,9.31,30.06,51.77,45.93,40.93,69.28,68.14,72.27,64.23,67.95,26.77,26.4,23.61,0,49.83773033
1562017980000,0,47,29784.8,36.77,9.45,30.04,48.98,45.86,41.04,70.11,68.89,72.49,68.1,68.41,26.61,26.23,23.5,0,49.8382052
1562018040000,0,11,29793.2,36.05,9.5,30.09,40.85,45.76,41.04,74.45,69.57,73.49,66.51,69.43,26.54,26.17,23.43,0,49.83803566
1562018100000,0,14,29805.8,35.41,9.37,30.06,28.51,45.89,40.96,77,69.88,74.77,59.81,70.6,26.48,26.08,23.37,0,49.8378708
1562018160000,0,17,29824.1,34.76,9.29,30.05,13.78,45.9,40.83,75.89,69.82,75.02,52.35,70.86,26.4,25.95,23.33,0,49.83780495
1562018220000,0,35,29856.1,34.4,8.96,30.06,1.94,45.83,41.1,80.92,70.03,75,47.34,70.58,26.35,25.91,23.27,0,49.83768564
1562018280000,0,38.5,29885.5,34.08,8.87,30.07,0.01,45.97,41.15,82.87,69.7,74.81,45.05,70.08,26.24,25.9,23.19,0,49.83814633
1562018340000,0,42,29920.5,33.61,8.89,30.05,0,46.23,40.99,84.04,68.82,74.7,44.52,69.94,26.22,25.86,23.18,0,49.83803093
1562018400000,0,54,29950.5,33.34,8.62,30.08,0.19,46.23,41.09,83.55,67.9,75.55,44.57,70.11,26.15,25.75,23.11,0,49.83759289
1562018460000,0,49,29980.1,33.01,8.36,30.02,2.19,46.36,40.88,87.42,66.9,75.06,41.77,69.41,26.13,25.79,23.1,0,49.83771903
1562018520000,0,44,30007.5,32.73,8.47,30.14,7.97,46.39,40.95,91.92,66.38,73.23,39.54,68.23,26.11,25.7,23.08,0,49.83735291
1562018580000,0,41,30034.7,32.57,8.26,30.13,17.12,46.36,40.97,94.09,65.79,73.2,47.29,68.39,26.08,25.78,23.04,0,49.83758855
1562018640000,0,44,30071.8,32.33,8.36,30.01,26.18,46.45,41.05,92.41,65.44,74.39,57.8,69.05,25.97,25.67,22.93,0,49.83828608
1562018700000,0,47,30122,32.14,8.84,30.07,32.36,46.3,40.91,93.44,65.66,74.85,59.01,69.6,25.9,25.48,22.9,0,49.83758115
1562018760000,0,77,30171.7,32.01,8.62,30.07,36.86,46.11,40.91,97.21,65.99,75.4,54.38,70.14,25.93,25.55,22.9,0,49.83747585
1562018820000,0,80,30227,31.85,8.58,30.1,38.45,46.15,40.96,97.25,66.95,76.05,51.7,70.55,25.9,25.57,22.86,0,49.83778496
1562018880000,0,83,30275.8,31.63,8.97,30.08,37.29,46.08,40.8,98.7,67.78,76.53,52.29,70.77,25.92,25.49,22.9,0,49.83734501
1562018940000,0,71,30320.1,31.64,8.79,30.06,35.05,45.93,40.97,99.98,68.7,76.46,51.46,70.56,25.91,25.55,22.9,0,49.44501359
1562019000000,0,66.5,30362.3,31.54,8.9,30.05,31.05,45.88,40.9,99.99,69.25,75.07,46.61,69.54,25.94,25.63,22.94,0,49.44536366
1562019060000,0,62,30410.6,31.44,8.57,30.07,27.53,45.93,41.03,100,69.43,73.61,42.02,68.53,25.89,25.55,22.84,0,49.44522428
1562019120000,0,76,30455,31.42,9.06,30.06,23.46,45.88,40.9,100,69.48,72.34,42.14,67.62,25.94,25.54,22.95,0,49.44527485
1562019180000,0,63.5,30487.4,31.49,8.78,30.11,20.9,45.84,41.13,100,69.24,71.63,46.65,67.03,25.96,25.58,22.94,0,49.44500671
1562019240000,0,51,30527.2,31.36,8.87,30.06,19.16,45.97,40.99,100,68.49,71.3,51.2,66.87,25.89,25.62,22.84,0,49.44527884
1562019300000,0,64,30580.1,31.37,8.77,30.11,17.6,45.93,41,100,68.04,71.63,53.96,67.13,25.87,25.48,22.84,0,49.4451918
1562019360000,0,74,30636,31.32,8.93,30.14,16.34,45.93,40.97,99.98,67.55,72.37,54.46,67.61,25.88,25.45,22.86,0,49.44537415
1562019420000,0,84,30684.9,31.15,8.93,30.06,14.5,46.05,40.9,100,66.73,73.34,56.13,68.68,25.86,25.38,22.84,0,49.44516518
1562019480000,0,73,30735.9,31.19,8.64,30.13,12.49,46.19,40.89,100,66.24,74.43,56.72,69.26,25.87,25.53,22.82,0,49.44545098
1562019540000,0,78,30791.3,31.12,8.56,30.1,10.76,46.32,40.78,100,66.04,74.57,54.22,69.4,25.85,25.53,22.82,0,49.44485617
1562019600000,0,83,30835.9,31.08,8.33,30.02,10,46.48,41.03,100,66.12,74.21,51.99,69.2,25.79,25.45,22.75,0,49.44517308
1562019660000,0,66,30873.4,31.12,8.7,30.08,9.97,46.21,40.94,99.99,65.93,74.77,51.91,69.41,25.79,25.41,22.73,0,49.44477391
1562019720000,0,60.5,30912.9,31.02,8.57,30.13,11.61,46.3,40.85,100,66.6,74.19,49.63,68.91,25.82,25.45,22.78,0,49.44453898
1562019780000,0,55,30962.3,31.08,8.55,30.08,15.19,46.34,40.89,100,66.9,73.19,45.44,68.09,25.87,25.57,22.83,0,49.44515039
1562019840000,0,74,31009.3,31.06,8.48,30.05,20.16,46.35,40.94,100,67.39,71.89,45.26,67.37,25.87,25.62,22.79,0,49.4454361
1562019900000,0,72.5,31057.9,31.03,8.62,30.12,26.09,46.31,40.93,100,67.82,71.62,49.5,67.1,25.86,25.54,22.8,0,49.44475476
1562019960000,0,71,31105.5,31.04,8.91,30.1,32.04,46.23,40.9,100,68.46,71.65,52.16,67.1,25.83,25.43,22.77,0,49.44492067
1562020020000,0,65,31142.4,31,8.88,30.06,35.6,46.17,40.84,100,69.07,71.85,51.95,67.28,25.84,25.52,22.76,0,49.44486306
1562020080000,0,61.5,31180.6,31.06,8.74,30.07,37.48,45.95,40.98,100,69.11,72.45,53.36,67.79,25.81,25.46,22.72,0,49.0522938
1562020140000,0,58,31219.7,31.04,9.09,30.01,37.39,45.94,41,100,68.7,73.57,56.6,68.58,25.85,25.51,22.78,0,49.05309205
1562020200000,0,59,31260.6,31.12,9.04,30.1,34.77,46.02,40.95,99.94,68.5,73.65,56.26,68.7,25.86,25.56,22.77,0,49.05298717
1562020260000,0,61,31304,31.07,9.14,30.09,29.77,45.93,40.89,99.94,68.34,73.89,54.23,68.92,25.84,25.42,22.78,0,49.0523297
1562020320000,0,63,31347.1,31.07,9.28,30.09,24.44,45.73,40.82,100,68.1,74.01,53.79,69.04,25.86,25.58,22.74,0,49.05294564
1562020380000,0,58,31379.9,31.07,8.9,30.03,17.9,45.78,41.01,100,67.67,74.46,54.56,69.32,25.85,25.51,22.76,0,49.05237622
1562020440000,0,58,31418.7,31.05,8.93,30.06,11.45,46.01,41.01,100,66.65,74.52,52.23,69.19,25.82,25.48,22.72,0,49.05225551
1562020500000,0,58,31450.6,31.08,9.11,30.12,6.89,46.12,40.91,100,65.87,73.64,47.36,68.29,25.83,25.51,22.72,0,49.05224008
1562020560000,0,48,31486.2,31.08,9.01,30.08,4.64,46.22,40.94,100,65.9,72.08,45.65,67.34,25.88,25.57,22.75,0,49.05265327
1562020620000,0,52.5,31523.6,31.07,9.13,30.08,4.55,46.24,40.9,100,66.03,72.06,50.34,67.57,25.83,25.48,22.72,0,49.05239798
1562020680000,0,57,31546.5,31.02,9.13,30.12,7.05,46.51,40.9,100,66.31,72.35,55.94,67.89,25.82,25.49,22.67,0,49.05299244
